State id,Date,Simulated total infected,Simulated total death,Simulated total recovery
9.0,14/4/2020,13.579546856887797,3.276647315296953,0.0
9.0,15/4/2020,13.650913241836298,3.4024306364741443,0.0
9.0,16/4/2020,13.722401248663104,3.534065326838755,0.0
9.0,17/4/2020,13.794193354542852,3.6574785792242026,0.0
9.0,18/4/2020,13.866457881473615,3.786478258839087,0.0
9.0,19/4/2020,14.848043910324492,3.9210543356027427,0.0
9.0,20/4/2020,15.998921849007367,4.061169366740074,0.0
9.0,21/4/2020,17.3428204022991,4.206764876850311,0.0
9.0,22/4/2020,18.906618059372462,4.35776810827893,0.0
9.0,23/4/2020,20.720798817497034,4.494509612777552,0.0
9.0,24/4/2020,22.819974672117713,4.636396593968692,0.04878084889637535
9.0,25/4/2020,25.24348170718128,4.783031654392565,0.683083913962214
9.0,26/4/2020,28.036058875300274,4.93434085998048,1.386071133134951
9.0,27/4/2020,31.24862009392003,5.090062273450389,2.169864804161964
9.0,28/4/2020,34.93913222161464,5.250142117213007,3.0479408064371856
9.0,29/4/2020,39.17361339587091,5.414538793245152,4.035556780588722
9.0,30/4/2020,44.0272683597935,5.583196823061018,5.150039481189193
9.0,1/5/2020,49.58577978009283,5.756099605284279,6.411027267979665
9.0,2/5/2020,55.94677715159199,5.933242760628754,7.840831303040894
9.0,3/5/2020,63.22150783593743,6.114633515495835,9.464815931729518
9.0,4/5/2020,72.14095927315543,6.300289938524578,33.809230371359405
,5/5/2020,95.18008822514003,6.490240099534242,59.334313233767105
10.0,14/3/2020,30.0,0.0,0.0
10.0,15/3/2020,33.46300078894574,0.0,0.99747392489879
10.0,16/3/2020,37.42356568324646,0.0,2.0982497788955476
10.0,17/3/2020,41.961029891982,0.0,3.3113049311680918
10.0,18/3/2020,47.153575463211126,0.0,4.644044027437569
10.0,19/3/2020,53.05477427397515,0.0,6.102982185601052
10.0,20/3/2020,59.67175752908734,0.0,7.6902783432082185
10.0,21/3/2020,66.93187228337862,0.0,9.398828654191796
10.0,22/3/2020,74.63425690807593,0.0,11.20533365012114
10.0,23/3/2020,82.38708255589007,0.0,13.073626044709401
10.0,24/3/2020,89.54067388025526,0.0,14.91701459961206
10.0,25/3/2020,105.27434873022985,0.0,17.89253620128951
10.0,26/3/2020,112.30276515683846,0.0,20.463820760930872
10.0,27/3/2020,113.4517865761998,0.0,22.678976710359816
10.0,28/3/2020,110.60892272834353,0.0,24.562009893207662
10.0,29/3/2020,119.36840687366526,0.0,28.271777917871013
10.0,30/3/2020,117.69048981049328,0.0,30.7556870473935
10.0,31/3/2020,113.41665216936076,0.04288352822152091,32.79422763491233
10.0,1/4/2020,107.49004264529385,0.09407055083054672,34.46553031686827
10.0,2/4/2020,101.31976907558031,0.15488887338168014,35.94989714150789
10.0,3/4/2020,102.44387901199536,0.2265630122279538,38.97993758355136
